filename,size,room_dim,material_ceil,material_floor,material_wall,source,mic,rt60,max_order,ray_tracing,sr,MSE_DFN Average,MSE_DFN 125 Hz,MSE_DFN 250 Hz,MSE_DFN 500 Hz,MSE_DFN 1000 Hz,MSE_DFN 2000 Hz,MSE_DFN 4000 Hz
/Users/dalsag1/Documents/datasets/ism_short/0de9cd93-fbd3-4e34-8cfc-14718183ff99.wav,large,[16.777 19.116  8.185],ceiling_melamine_foam,carpet_hairy,smooth_brickwork_10mm_pointing,[ 9.71  17.003  4.973],[ 7.256 13.894  4.725],4.67858333,100,True,48000,20.576217777743338,5.873632,6.8173695,11.839184,51.979656,24.110853,22.83661
/Users/dalsag1/Documents/datasets/ism_short/b0d634db-867a-4e8f-8b9f-25e1e565d723.wav,large,[22.406 13.763  7.738],ceiling_melamine_foam,carpet_hairy,wooden_lining,[4.339 8.297 1.308],[15.969  8.997  1.726],3.184375,100,True,48000,2.9536281822568324,1.0426021,2.4296136,2.9822757,4.613508,3.6346328,3.019137
/Users/dalsag1/Documents/datasets/ism_short/2431b76d-7300-4405-b592-e41677bb9bff.wav,large,[19.096 13.671  5.023],ceiling_plasterboard,carpet_hairy,limestone_wall,[11.823 12.691  2.33 ],[ 4.612 11.777  1.42 ],9.7871875,100,True,48000,0.5520938154804695,0.81377435,0.61055076,0.33394378,0.40438095,0.5254967,0.6244163
/Users/dalsag1/Documents/datasets/ism_short/eb8e92f1-1224-471f-a3ff-4a38b09894dc.wav,large,[17.737 17.441  5.986],ceiling_metal_panel,carpet_cotton,wooden_lining,[17.153  0.482  2.078],[12.839 14.394  2.337],3.0194375,100,True,48000,1.5046983108692784,1.055404,0.5458563,0.78321666,1.7269356,1.5077348,3.4090426
/Users/dalsag1/Documents/datasets/ism_short/e004571a-a8a6-4d2e-aaf5-cce9aa7215ec.wav,large,[23.551 16.493  8.27 ],ceiling_melamine_foam,carpet_tufted_9m,plasterboard,[21.041  1.841  3.791],[5.081 4.31  3.484],7.9159375,100,True,48000,1.08085029218043,1.3184534,0.8984155,0.69752383,1.5485187,1.097126,0.9250643
/Users/dalsag1/Documents/datasets/ism_short/91227506-3060-4061-be9f-fcea4cbcf432.wav,large,[19.832 12.992  8.352],ceiling_melamine_foam,audience_floor,limestone_wall,[15.754  8.156  2.588],[4.916 0.303 6.18 ],9.8589375,100,True,48000,0.42309950816381137,0.24731632,0.35312074,0.27151015,0.40217173,0.68390197,0.5805762
/Users/dalsag1/Documents/datasets/ism_short/2bd30e0f-7a98-43de-b3eb-68d9cc9bd0cf.wav,large,[23.263 15.19   5.374],ceiling_metal_panel,carpet_hairy,wooden_lining,[7.362 7.038 1.006],[22.858 11.679  1.994],3.45014583,100,True,48000,1.0235777088767335,1.0292493,0.74940425,0.31431177,1.3766211,1.0564209,1.6154588
/Users/dalsag1/Documents/datasets/ism_short/6dff7793-de40-4f91-988d-1aa9e8464afd.wav,large,[15.867 13.644  8.025],ceiling_plasterboard,audience_floor,plasterboard,[14.778  4.037  1.393],[10.706  6.692  3.21 ],6.7158125,100,True,48000,0.1897585878463958,0.26410058,0.200703,0.16298659,0.30449617,0.14109336,0.065171815
/Users/dalsag1/Documents/datasets/ism_short/dee7b935-cf43-4cf8-8a35-b63fe468b229.wav,large,[22.461 16.038  6.454],ceiling_metal_panel,carpet_tufted_9m,limestone_wall,[2.113 2.992 2.467],[ 1.066 11.631  5.555],9.82916667,100,True,48000,0.5666553524003429,1.0984643,0.25382316,0.26503813,0.5640279,0.5361703,0.6824084
/Users/dalsag1/Documents/datasets/ism_short/ce7b77e5-3d3a-4e03-a3fc-05013f503a13.wav,large,[22.59  18.639  6.189],ceiling_melamine_foam,audience_floor,plasterboard,[21.793 18.367  2.572],[ 4.094 10.125  3.02 ],8.26610417,100,True,48000,0.8502259423899489,0.36990356,1.0715686,0.6601379,0.8864523,0.7901674,1.323126
